13.71.141.197 - - [23/Nov/2017:08:20:46 +0000] "GET / HTTP/1.1" 200 15214 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0" 0.322
221.242.66.202 - - [23/Nov/2017:08:21:26 +0000] "GET / HTTP/2.0" 200 15333 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" 0.354
221.242.66.202 - - [23/Nov/2017:08:21:26 +0000] "GET /css/rc-color-picker.css HTTP/2.0" 200 2677 "https://54.250.165.92/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" 0.000
221.242.66.202 - - [23/Nov/2017:08:21:26 +0000] "GET /css/sanitize.css HTTP/2.0" 200 3004 "https://54.250.165.92/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" 0.000
221.242.66.202 - - [23/Nov/2017:08:21:26 +0000] "GET /bundle.js HTTP/2.0" 200 325944 "https://54.250.165.92/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" 0.066
221.242.66.202 - - [23/Nov/2017:08:21:26 +0000] "GET /img/1000 HTTP/2.0" 200 32541 "https://54.250.165.92/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" 0.074
221.242.66.202 - - [23/Nov/2017:08:21:26 +0000] "GET /img/999 HTTP/2.0" 200 32544 "https://54.250.165.92/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" 0.074
221.242.66.202 - - [23/Nov/2017:08:21:26 +0000] "GET /img/998 HTTP/2.0" 200 32542 "https://54.250.165.92/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" 0.074
221.242.66.202 - - [23/Nov/2017:08:21:26 +0000] "GET /img/997 HTTP/2.0" 200 32543 "https://54.250.165.92/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" 0.074
221.242.66.202 - - [23/Nov/2017:08:21:26 +0000] "GET /img/996 HTTP/2.0" 200 32543 "https://54.250.165.92/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" 0.112
221.242.66.202 - - [23/Nov/2017:08:21:26 +0000] "GET /img/995 HTTP/2.0" 200 32542 "https://54.250.165.92/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" 0.018
